Thread ID: 109440
Total: 0.106262

 %self     total     self     wait    child    calls  name
  0.01      0.00     0.00     0.00     0.00        2  Time#year
  0.01      0.00     0.00     0.00     0.00        4  Integer#to_i
  0.01      0.00     0.00     0.00     0.00        2  <Class::ActionController::Base>#controller_path
  0.01      0.00     0.00     0.00     0.00        2  ActionView::Base#template
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Scopes::ClassMethods#scope
  0.01      0.00     0.00     0.00     0.00        1  Object#blank?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::HttpAuthentication::Basic::ControllerMethods#authenticate_with_http_basic
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Flash::FlashHash#store
  0.01      0.08     0.00     0.00     0.08        1  ActionController::Dispatcher#_call
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#protocol
  0.01      0.09     0.00     0.00     0.09        1  ActionController::Integration::Session#get
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::ControllerAdapters::RailsAdapter#cookies
  0.01      0.00     0.00     0.00     0.00        1  Set#each
  0.01      0.00     0.00     0.00     0.00        1  ActionView::PathSet#initialize
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Callbacks#before_persisting
  0.01      0.00     0.00     0.00     0.00        2  ActionView::Renderable#recompile?
  0.01      0.00     0.00     0.00     0.00        1  <Class::Digest::Class>#digest
  0.01      0.00     0.00     0.00     0.00        1  ActiveRecord::ConnectionAdapters::QueryCache#clear_query_cache
  0.01      0.00     0.00     0.00     0.00        1  ERB::Util#html_escape
  0.01      0.00     0.00     0.00     0.00        1  <Class::User(id: integer, username: string, email: string, crypted_password: string, password_salt: string, persistence_token: string, created_at: datetime, updated_at: datetime)>#primary_key
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Klass::InstanceMethods#klass
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Base#action_methods
  0.01      0.00     0.00     0.00     0.00        3  Array#uniq
  0.01      0.07     0.00     0.00     0.07        1  ActionController::Rescue#perform_action_without_flash
  0.01      0.00     0.00     0.00     0.00        1  ActionController::RequestForgeryProtection#verify_authenticity_token
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Dispatcher#flush_logger
  0.01      0.00     0.00     0.00     0.00        1  ActionController::RequestForgeryProtection#verified_request?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Routing::Route#parameter_shell
  0.01      0.00     0.00     0.00     0.00        1  ActiveRecord::Errors#clear
  0.01      0.00     0.00     0.00     0.00        1  <Module::Base64>#decode64
  0.01      0.00     0.00     0.00     0.00        1  Rack::Utils::HeaderHash#to_hash
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Cookies#cookies
  0.01      0.00     0.00     0.00     0.00        3  Mysql::Result#free
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#host
  0.01      0.00     0.00     0.00     0.00        3  Hash#values
  0.01      0.06     0.00     0.00     0.06        1  ActionController::Base#default_render
  0.01      0.00     0.00     0.00     0.00        1  HashWithIndifferentAccess#merge
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Routing::RouteSet#extract_request_environment
  0.01      0.00     0.00     0.00     0.00        1  ActionController::CookieJar#[]
  0.01      0.01     0.00     0.00     0.01        1  Authlogic::Session::Callbacks#persist
  0.01      0.00     0.00     0.00     0.00        3  Float#+
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#etag?
  0.01      0.00     0.00     0.00     0.00        1  <Module::Base64>#encode64
  0.01      0.00     0.00     0.00     0.00        3  String#strip!
  0.01      0.00     0.00     0.00     0.00        1  ActionView::Template#exempt_from_layout?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#sending_file?
  0.01      0.00     0.00     0.00     0.00        1  Authlogic::Session::Foundation::InstanceMethods#initialize
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Response#etag
  0.01      0.00     0.00     0.00     0.00        1  Symbol#to_proc
  0.01      0.00     0.00     0.00     0.00        3  Integer#next
  0.01      0.00     0.00     0.00     0.00        1  I18n::Backend::Simple#pluralize
  0.01      0.00     0.00     0.00     0.00        1  Object#to_param
  0.01      0.00     0.00     0.00     0.00        1  ActiveSupport::BufferedLogger#info?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Integration::ControllerCapture::ClassMethods#clear_last_instantiation!
  0.01      0.00     0.00     0.00     0.00        1  Hash#delete_if
  0.01      0.09     0.00     0.00     0.09        1  BrowsingTest#test_homepage
  0.01      0.00     0.00     0.00     0.00        1  HashWithIndifferentAccess#key?
  0.01      0.00     0.00     0.00     0.00        1  ActionController::Request#etag_matches?
  0.01      0.00     0.00     0.00     0.00        1  Module#include
  0.01      0.00     0.00     0.00     0.00        1  ActiveSupport::CoreExtensions::String::Inflections#constantize


